"STATISTIC","Statistic Label","TLIST(A1)","Year","C02196V04140","County and Region","UNIT","VALUE"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE04229","Mayo","Euro","12304.413606"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE04230","Roscommon","Euro","12348.326663"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE05","Southern","Euro","12653.765803"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE051","Mid-West","Euro","12963.488237"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE05116","Clare","Euro","12786.089707"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE05118","Limerick","Euro","13466.469"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE05122","Tipperary","Euro","12468.388995"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE052","South-East","Euro","12362.419788"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE05201","Carlow","Euro","12266.695071"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE05207","Kilkenny","Euro","11645.23433"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE05214","Wexford","Euro","12311.21907"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE05225","Waterford","Euro","13031.594203"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE053","South-West","Euro","12599.960331"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE05316","Cork","Euro","12906.448883"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE05319","Kerry","Euro","11578.145527"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE06","Eastern and Midland","Euro","14383.393291"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE061","Dublin","Euro","15141.594821"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE062","Mid-East","Euro","13627.005729"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE06206","Kildare","Euro","14175.023902"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE06210","Louth","Euro","13660.08212"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE06211","Meath","Euro","13220.850098"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE06215","Wicklow","Euro","13299.698316"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE063","Midland","Euro","12278.455421"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE06308","Laois","Euro","11909.394102"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE06309","Longford","Euro","12346.483582"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE06312","Offaly","Euro","11833.1547"
"CIA02C14","Disposable Income per Person (excluding Rent)","2001","2001","IE06313","Westmeath","Euro","12960.527782"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","-","State","Euro","14269.122821"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE04","Northern and Western","Euro","12969.639683"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE041","Border","Euro","12570.157202"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE04128","Leitrim","Euro","12995.742414"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE04131","Sligo","Euro","13432.428705"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE04132","Cavan","Euro","12912.523722"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE04133","Donegal","Euro","11787.436248"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE04134","Monaghan","Euro","13086.566297"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE042","West","Euro","13317.036716"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE04225","Galway","Euro","13328.265247"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE04229","Mayo","Euro","13203.040393"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE04230","Roscommon","Euro","13522.354987"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE05","Southern","Euro","13769.054017"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE051","Mid-West","Euro","14025.417669"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE05116","Clare","Euro","13739.93678"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE05118","Limerick","Euro","14294.900701"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE05122","Tipperary","Euro","13898.694506"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE052","South-East","Euro","13509.563075"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE05201","Carlow","Euro","12900.014774"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE05207","Kilkenny","Euro","13050.711229"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE05214","Wexford","Euro","13209.552268"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE05225","Waterford","Euro","14493.270104"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE053","South-West","Euro","13738.126095"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE05316","Cork","Euro","14081.873373"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE05319","Kerry","Euro","12576.551476"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE06","Eastern and Midland","Euro","15119.197484"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE061","Dublin","Euro","15678.339638"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE062","Mid-East","Euro","14566.931356"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE06206","Kildare","Euro","15094.776526"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE06210","Louth","Euro","14234.882837"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE06211","Meath","Euro","14003.441879"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE06215","Wicklow","Euro","14765.603015"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE063","Midland","Euro","13557.755926"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE06308","Laois","Euro","13184.118276"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE06309","Longford","Euro","14000.393358"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE06312","Offaly","Euro","13244.400768"
"CIA02C14","Disposable Income per Person (excluding Rent)","2002","2002","IE06313","Westmeath","Euro","13949.604416"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","-","State","Euro","15125.969328"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE04","Northern and Western","Euro","13838.976572"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE041","Border","Euro","13337.831722"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE04128","Leitrim","Euro","13925.708933"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE04131","Sligo","Euro","14399.163325"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE04132","Cavan","Euro","13682.944246"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE04133","Donegal","Euro","12439.10532"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE04134","Monaghan","Euro","13854.847454"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE042","West","Euro","14274.332832"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE04225","Galway","Euro","14390.923529"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE04229","Mayo","Euro","14053.995217"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE04230","Roscommon","Euro","14302.252246"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE05","Southern","Euro","14569.525834"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE051","Mid-West","Euro","14874.427105"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE05116","Clare","Euro","14466.181632"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE05118","Limerick","Euro","15244.7805"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE05122","Tipperary","Euro","14712.676276"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE052","South-East","Euro","14293.268142"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE05201","Carlow","Euro","13628.254954"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE05207","Kilkenny","Euro","13889.19824"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE05214","Wexford","Euro","14071.228509"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE05225","Waterford","Euro","15169.239838"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE053","South-West","Euro","14514.690941"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE05316","Cork","Euro","14859.494099"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE05319","Kerry","Euro","13349.548341"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE06","Eastern and Midland","Euro","16011.233708"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE061","Dublin","Euro","16564.823218"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE062","Mid-East","Euro","15393.830564"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE06206","Kildare","Euro","15879.312308"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE06210","Louth","Euro","14939.203949"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE06211","Meath","Euro","14991.064977"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE06215","Wicklow","Euro","15569.024632"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE063","Midland","Euro","14669.760159"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE06308","Laois","Euro","14309.772864"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE06309","Longford","Euro","14969.676058"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE06312","Offaly","Euro","14328.995833"
"CIA02C14","Disposable Income per Person (excluding Rent)","2003","2003","IE06313","Westmeath","Euro","15136.433115"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","-","State","Euro","16165.199676"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE04","Northern and Western","Euro","15032.044031"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE041","Border","Euro","14659.597386"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE04128","Leitrim","Euro","15737.917368"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE04131","Sligo","Euro","15670.975826"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE04132","Cavan","Euro","15318.758368"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE04133","Donegal","Euro","13462.652047"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE04134","Monaghan","Euro","15433.75052"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE042","West","Euro","15355.5493"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE04225","Galway","Euro","15600.634699"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE04229","Mayo","Euro","15014.348593"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE04230","Roscommon","Euro","15147.845546"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE05","Southern","Euro","15625.836807"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE051","Mid-West","Euro","15652.042823"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE05116","Clare","Euro","15159.653698"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE05118","Limerick","Euro","15938.250634"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE05122","Tipperary","Euro","15656.851101"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE052","South-East","Euro","15480.912843"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE05201","Carlow","Euro","14854.846874"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE05207","Kilkenny","Euro","14513.044532"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE05214","Wexford","Euro","15404.383152"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE05225","Waterford","Euro","16618.214437"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE053","South-West","Euro","15693.620346"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE05316","Cork","Euro","16121.750012"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE05319","Kerry","Euro","14246.904732"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE06","Eastern and Midland","Euro","16981.29229"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE061","Dublin","Euro","17377.099578"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE062","Mid-East","Euro","16661.396836"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE06206","Kildare","Euro","17058.235667"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE06210","Louth","Euro","16854.152055"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE06211","Meath","Euro","16531.90397"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE06215","Wicklow","Euro","16078.08168"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE063","Midland","Euro","15779.123652"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE06308","Laois","Euro","15803.103773"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE06309","Longford","Euro","15617.787834"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE06312","Offaly","Euro","15542.67326"
"CIA02C14","Disposable Income per Person (excluding Rent)","2004","2004","IE06313","Westmeath","Euro","16038.748396"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","-","State","Euro","17263.926663"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE04","Northern and Western","Euro","16068.139551"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE041","Border","Euro","15580.605348"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE04128","Leitrim","Euro","16950.422267"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE04131","Sligo","Euro","16471.420759"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE04132","Cavan","Euro","16720.359851"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE04133","Donegal","Euro","14121.194269"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE04134","Monaghan","Euro","16515.036876"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE042","West","Euro","16491.9193"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE04225","Galway","Euro","16717.998537"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE04229","Mayo","Euro","15997.446956"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE04230","Roscommon","Euro","16692.868275"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE05","Southern","Euro","16841.926664"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE051","Mid-West","Euro","16861.774822"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE05116","Clare","Euro","16511.679469"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE05118","Limerick","Euro","17107.993134"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE05122","Tipperary","Euro","16812.381283"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE052","South-East","Euro","16569.158801"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE05201","Carlow","Euro","16037.721868"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE05207","Kilkenny","Euro","15630.684623"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE05214","Wexford","Euro","16705.419375"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE05225","Waterford","Euro","17395.997653"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE053","South-West","Euro","16991.789502"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE05316","Cork","Euro","17481.415294"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE05319","Kerry","Euro","15337.269074"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE06","Eastern and Midland","Euro","18016.919218"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE061","Dublin","Euro","18439.962385"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE062","Mid-East","Euro","17704.967885"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE06206","Kildare","Euro","17985.092484"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE06210","Louth","Euro","17990.020947"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE06211","Meath","Euro","18020.118302"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE06215","Wicklow","Euro","16693.951632"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE063","Midland","Euro","16692.113329"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE06308","Laois","Euro","16651.281505"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE06309","Longford","Euro","16689.7867"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE06312","Offaly","Euro","16591.713416"
"CIA02C14","Disposable Income per Person (excluding Rent)","2005","2005","IE06313","Westmeath","Euro","16815.466234"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","-","State","Euro","17698.889279"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE04","Northern and Western","Euro","16374.364623"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE041","Border","Euro","15847.254624"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE04128","Leitrim","Euro","17350.032406"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE04131","Sligo","Euro","16638.357038"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE04132","Cavan","Euro","17101.259403"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE04133","Donegal","Euro","14546.377926"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE04134","Monaghan","Euro","16289.268451"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE042","West","Euro","16834.995571"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE04225","Galway","Euro","17347.073373"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE04229","Mayo","Euro","15881.150115"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE04230","Roscommon","Euro","16927.264007"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE05","Southern","Euro","17368.820013"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE051","Mid-West","Euro","17473.060788"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE05116","Clare","Euro","16917.674715"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE05118","Limerick","Euro","17695.964539"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE05122","Tipperary","Euro","17601.267455"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE052","South-East","Euro","17301.795538"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE05201","Carlow","Euro","16905.347698"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE05207","Kilkenny","Euro","16734.986897"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE05214","Wexford","Euro","17748.624872"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE05225","Waterford","Euro","17416.822002"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE053","South-West","Euro","17334.581086"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE05316","Cork","Euro","17782.381217"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE05319","Kerry","Euro","15821.395961"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE06","Eastern and Midland","Euro","18431.219561"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE061","Dublin","Euro","18834.012296"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE062","Mid-East","Euro","18276.220645"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE06206","Kildare","Euro","18706.13732"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE06210","Louth","Euro","18085.162806"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE06211","Meath","Euro","19063.957416"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE06215","Wicklow","Euro","16900.089431"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE063","Midland","Euro","16869.32984"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE06308","Laois","Euro","17134.955378"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE06309","Longford","Euro","16888.18382"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE06312","Offaly","Euro","16817.273393"
"CIA02C14","Disposable Income per Person (excluding Rent)","2006","2006","IE06313","Westmeath","Euro","16690.037887"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","-","State","Euro","18259.414982"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE04","Northern and Western","Euro","16829.563213"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE041","Border","Euro","16448.706842"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE04128","Leitrim","Euro","17684.656675"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE04131","Sligo","Euro","17171.939065"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE04132","Cavan","Euro","18038.469282"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE04133","Donegal","Euro","15082.608352"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE04134","Monaghan","Euro","16906.332531"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE042","West","Euro","17163.83015"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE04225","Galway","Euro","17774.879939"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE04229","Mayo","Euro","16188.959675"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE04230","Roscommon","Euro","16917.208754"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE05","Southern","Euro","18033.372039"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE051","Mid-West","Euro","18114.206834"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE05116","Clare","Euro","17666.899484"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE05118","Limerick","Euro","18195.867129"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE05122","Tipperary","Euro","18336.908105"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE052","South-East","Euro","18306.548"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE05201","Carlow","Euro","17872.843749"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE05207","Kilkenny","Euro","17640.855768"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE05214","Wexford","Euro","18944.627663"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE05225","Waterford","Euro","18297.093952"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE053","South-West","Euro","17809.85886"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE05316","Cork","Euro","18281.909834"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE05319","Kerry","Euro","16214.726428"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE06","Eastern and Midland","Euro","18957.67179"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE061","Dublin","Euro","19461.49763"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE062","Mid-East","Euro","18742.413057"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE06206","Kildare","Euro","18965.60873"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE06210","Louth","Euro","18803.544691"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE06211","Meath","Euro","19670.167037"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE06215","Wicklow","Euro","17288.542035"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE063","Midland","Euro","17093.250476"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE06308","Laois","Euro","17483.512003"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE06309","Longford","Euro","17170.949546"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE06312","Offaly","Euro","16749.898243"
"CIA02C14","Disposable Income per Person (excluding Rent)","2007","2007","IE06313","Westmeath","Euro","17044.64973"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","-","State","Euro","19126.307828"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE04","Northern and Western","Euro","17796.372942"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE041","Border","Euro","17210.401514"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE04128","Leitrim","Euro","19046.41065"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE04131","Sligo","Euro","17786.970926"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE04132","Cavan","Euro","18727.842922"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE04133","Donegal","Euro","15932.455914"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE04134","Monaghan","Euro","17383.135236"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE042","West","Euro","18313.880659"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE04225","Galway","Euro","18951.670632"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE04229","Mayo","Euro","17242.780834"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE04230","Roscommon","Euro","18173.46291"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE05","Southern","Euro","18802.741715"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE051","Mid-West","Euro","18685.036837"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE05116","Clare","Euro","18808.955478"
"CIA02C14","Disposable Income per Person (excluding Rent)","2008","2008","IE05118","Limerick","Euro","18817.6696"
